outlet,date,headline,url,summary,predicted_label,predicted_confidence,predicted_probs,model_version,label,labelled_by,labelled_at,cluster_id
Kurir,2026-09-15,"OVO JE ZA ŠEĆER I VODU! ""STUDENTI"" SU 1.750 GODINA STARIJI OD VUČIĆEVE LISTE?! Verovali ili ne, ""polovnjaci"" će da nas vode u budućnost!",https://www.kurir.rs/vesti/politika/10104813/blokaderska-lista-starija-od-vuciceve-1-750-godina,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"REPORTERKA N1 SE OSRAMOTILA UŽIVO! Umesto ""Bože pravde"", za novinarku blokaderske televizije himna je ""Tamo daleko""! (VIDEO)",https://www.kurir.rs/vesti/politika/10104788/reporterka-n1-se-osramotila-za-nju-je-himna-srbije-mars-na-drinu,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,SUTRAŠNJA PRESUDA U HAGU ZA VOĐE ZLOČINAČKE OVK PRETI DA ZAPALI KOSOVO I METOHIJU! Srbi na udaru ako ekstremisti krenu u pohod,https://www.kurir.rs/vesti/politika/10104284/presuda-vodjama-ovk-opasnost-za-srbe-na-kosovu,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,RIK UTVRDIO FINANSIJSKI PLAN: Donete odluke vezane za rad i sprovođenje izbora,https://www.kurir.rs/vesti/politika/10104698/na-sednici-rik-utvrdjen-finansijski-plan-za-sprovodjenje-parlamentarnih-izbora,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"TROJANSKI STUDENTI Pune 2 godine u perfidnoj predstavi narodu je nuđena iluzija o nepokolebljivom, i rodoljubivom buntu, a evo šta je zapravo u konju!",https://www.kurir.rs/vesti/politika/10104646/trojanski-studenti,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,OTIMAJU FAKULTETE DO IZBORA: PLENUMAŠI UNIVERZITET PRETVARAJU U POLITIČKI ŠTAB! Umesto povratka u amfiteatre blokaderi planiraju obustavu nastave do 25. oktobra,https://www.kurir.rs/vesti/politika/10104200/blokaderi-planiraju-da-univerzitet-pretvore-u-politicki-stab,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-15,"""NAŠA TROBOJKA SIMBOL JE SLOBODE I PONOSA"" Predsednik Vučić čestitao Dan srpskog jedinstva, slobode i nacionalne zastave: Obaveza nam je da čuvamo Srbiju",https://www.kurir.rs/vesti/politika/10104583/dan-srpskog-jedinstva-slobode-i-nacionalne-zastave,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"OVO JE ZA RIPLIJA! ""STUDENTI"" SA STUDENTSKE LISTE NIKAD STARIJI! Generacija koja šatro gradi budućnost ČAK 7 GODINA STARIJA od Vučićeve liste!",https://www.kurir.rs/vesti/politika/10104494/prosecna-starost-kandidata-na-studentskoj-listi-50-66-godina,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"""MENI NAREĐUJU GRAĐANI SRBIJE, A NE KOMINTERNA I TAJNE ORGANIZACIJE!"" Vučić žestoko poručio: Ponosan sam što sam predvodio otpor tiraniji spolja! (VIDEO)",https://www.kurir.rs/vesti/politika/10104575/aleksandar-vucic-izjava-ponosan-sam-na-otpor-tiraniji-nametnutoj-spolja-i-odbranu-srbije,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"""DŽABE SU SE NADALI DA NEĆEMO DOĆI, TU SMO!"" Macut poslao moćnu poruku iz Banjaluke: Drina nas ne razdvaja nego spaja, Srbija će uvek biti uz Srpsku!",https://www.kurir.rs/vesti/politika/10104567/djuro-macut-u-banjaluci-obracanje-na-dan-srpskog-jedinstva-i-sastanak-sa-minicem,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"POSLE ISTRAGE O ""ZVUČNOM TOPU"" SLEDE POSTUPCI, TUŽILAC MARKOVIĆ OBEĆAO: Svi vinovnici biće procesuirani, niko se neće izvući",https://www.kurir.rs/vesti/politika/10104553/posle-istrage-o-zvucnom-topu-slede-postupci,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"ŠTA JE SRBIJA TRPELA SKORO 2 GODINE?! Sve sami nobelovci: Blokaderka uzela megafon, pa šokirala nepismenošću pred RIK-om - ""SVE SE PROVERUJE"" (VIDEO)",https://www.kurir.rs/vesti/politika/10104536/blokaderka-ispred-rik-a-unutra-se-upravo-proveruje-svaki-pojedinacno-vas-potpis,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"""DONELI SMO 'SAMO' 225.000 POTPISA!"" Lista Ujedinjena Srbija počistila blokadere za 4 sata! ""Pukli"" na STVARNOM TESTU, Vučević im očitao lekciju iz realnosti",https://www.kurir.rs/vesti/politika/10104525/lista-aleksandar-vucic-skupila-225-000-potpisa-za-nekoliko-sati-blokaderi-70-000-za-dva-dana,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"KO SE SVE NALAZI NA BLOKADERSKOJ LISTI? Od 250 ljudi, čak 230 je za sankcije Rusiji, priznanje tzv. Kosova i satiranje svega što nas čini Srbima (FOTO)",https://www.kurir.rs/vesti/politika/10104515/ko-je-sve-na-blokaderskoj-listi,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"ETO KO VEĆINSKU SRBIJU SA PODSMEHOM NAZIVA ""ĆACIJIMA"" Ovakav amaterizam se ne pamti u političkom životu Srbije! Nisu sposobni ni osnovnu proceduru da sprovedu",https://www.kurir.rs/vesti/politika/10104513/studenti-vecinsku-srbiju-nazivaju-cacijima-a-nisu-sposobni-ni-proceduru-da-sprovedu,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"""KAO U TORU VAS TERAJU DA POTPISUJETE LISTU KOJU NISTE NI VIDELI"" Vučić: Ne znate ni ko je prvi, ni drugi, ni treći! Zbog svega vam je bio potreban ""zvučni top""",https://www.kurir.rs/vesti/politika/10104478/vucic-o-studentskoj-listi-ne-znate-ni-ko-je-prvi-ni-ko-je-drugi,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,BRUKA VEĆ NA PRVOM KORAKU! Blokaderi hteli 500.000 potpisa pa jedva iscedili 75 hiljada za 72 sata! A onda u RIK-u nastao TOTALNI HAOS! BOLNI UDARAC REALNOSTI!,https://www.kurir.rs/vesti/politika/10104477/blokaderi-predali-75-hiljada-potpisa-rik-u-i-zaboravili-papir-o-osnivanju-grupe-gradjana,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"""NJIHOV UPLIV JE VIŠE NEGO OČIGLEDAN"" Stručnjaci analiziraju lažni ""huk"": Sve je izmišljeno sa jednim ciljem!",https://www.kurir.rs/vesti/politika/10104467/kako-su-dezinformacije-mogle-izazvati-haos-u-srbiji,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"OVAKVI BI DA VODE DRŽAVU? Blokaderi napravili cirkus već na predaji liste, ne mogu da nađu najvažniji papir! KAKVA BRUKA! Zbog ovog snimka se smeje cela Srbija",https://www.kurir.rs/vesti/politika/10104465/blokaderi-zaboravili-vazan-papir-za-predaju-liste,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"""TVRDNJE KONAKOVIĆA SU NEISTINITE I ZLONAMERNE"" Oglasila se Vlada Srbije: Demantovali ministra BiH, evo kada je zahtev za prelet aviona zapravo poslat",https://www.kurir.rs/vesti/politika/10104449/vlada-srbije-odbacuje-tvrdnje-o-preletu-aviona-djure-macuta,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"SKANDAL U ŽIVOM PROGRAMU! Rektorka blokaderka otvoreno priznala: ""Ranije nismo bili ponosni na srpsku zastavu!""",https://www.kurir.rs/vesti/politika/10104427/rektorka-mirjana-nikolic-izjavila-da-blokaderi-ranije-nisu-bili-ponosni-na-srpsku-zastavu,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"VUČIĆ OTKRIO DATUM KAD PODNOSI OSTAVKU NA MESTO PREDSEDNIKA: Najduže sam bio predsednik Srbije, verno služio građanima",https://www.kurir.rs/vesti/politika/10104409/kada-vucic-podnosi-ostavku,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"""TO NIJE BILO NI '46, NI '47, DOK JE JOŠ KOMINTERNA ZAPOVEDALA"" Vučić izneo predviđanja za izbore, otkrio i kad podnosi ostavku: Sve ispod 50% biću nezadovoljan",https://www.kurir.rs/vesti/politika/10104331/predsednik-vucic-u-nacionalnom-dnevniku,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,VUČIĆ O NAJAVI NOVIH BLOKADA FAKULTETA: To je direktno protivzakonito! Srećan sam što smem da predam i vodim listu protiv onih koji bi da nam vrate tiraniju,https://www.kurir.rs/vesti/politika/10104405/vucic-o-blokadama-fakulteta-to-je-protivzakonito,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"""TAKO NIJE BILO NI '46. KAD JE ZAPOVEDALA KOMINTERNA!"" Vučić žestoko odbrusio: Neće nama niko iz inostranstva govoriti šta je najbolje za Srbiju!",https://www.kurir.rs/vesti/politika/10104401/poredjenje-sa-kominternom-vuciceva-poruka-o-demokratiji,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"""MONTIRALI SU HUK POLETANJA AVIONA!"" Vučić razbio najprljaviju fabriku laži: Jovanjica, Safari i ""zvučni top"" napravljeni da od mene naprave monstruma!",https://www.kurir.rs/vesti/politika/10104398/aleksandar-vucic-o-montiranom-snimku-afere-zvucni-top-i-dehumanizaciji,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"""KLJUČNE REČI ZAPADNOG MEJNSTRIMA IZ 90-IH O SRBIMA NA BROJU"" Gujon o pisanju francuskog portala: Da nije tako verovatno Nova S ne bi ni prenela članak",https://www.kurir.rs/vesti/politika/10103218/arno-gujon-o-pisanju-francuskog-portala,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"""NEMA ODLAGANJA ŠKOLSKE GODINE NA FAKULTETIMA ZBOG IZBORA"" Ministarstvo prosvete: Zakon zabranjuje političko delovanje u obrazovnim institucijama!",https://www.kurir.rs/vesti/politika/10104216/ministarstvo-prosvete-nema-odlaganja-skolske-godine-na-fakultetima-zbog-izbora,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"IZGLASANO U SKUPŠTINI TZV. KOSOVA Tanja Vujović iz Srpske liste potpredsednik Skupštine, Aljbin Kurti ponovo premijer u Vladi",https://www.kurir.rs/vesti/politika/10104303/tanja-vujovic-potpredsednik-skupstine-kosova-aljbin-kurti-ponovo-premijer,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"U 12 SATI Vučić sutra dodeljuje odlikovanja povodom Dana srpskog jedinstva, slobode i nacionalne zastave",https://www.kurir.rs/vesti/politika/10104304/urucivanje-odlikovanja-povodom-dana-srpskog-jedinstva,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"SARAJEVO ZABRANILO MACUTU PRELET PREKO BIH: U Banjaluku idem autom, važno mi je da zajedno obeležimo Dan srpskog jedinstva",https://www.kurir.rs/vesti/politika/10104255/sarajevo-zabranilo-macutu-prelet-rpeko-bih-on-u-banjaluku-ide-autom,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"""IZNENAĐUJE ME SAMODESTRUKTIVNOST BLOKADERA"" Prof. dr Dejan Miletić bez dileme: Strategija da na muku društva dođete do cilja je jadna!",https://www.kurir.rs/vesti/politika/10104252/prof-dr-miletic-o-manipulacijama-opozicije-gde-je-odgovornost,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"Istina je pobedila, zvučni top nije upotrebljen: Jelena Žarić Kovačević o saopštenju Višeg javnog tužilaštva",https://www.kurir.rs/vesti/politika/10104238/zvucni-top-zaric-kovacevic,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"NEST'O! ""NE MOŽEMO DA NAĐEMO NESTOROVIĆA"" Borislav Antonijević: Ne javlja nam se već sedam dana od zadnjeg sastanka, od prošlog utorka (VIDEO)",https://www.kurir.rs/vesti/politika/10104189/mi-snaga-naroda-ne-mozemo-da-nadjemo-branimira-nestorovica,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,PETKOVIĆ PISAO OEBS-u: Zatražio od šefa misije u Prištini da obezbedi da izbori za Skupštinu Srbije budu održani i na KiM,https://www.kurir.rs/vesti/politika/10104123/petar-petkovic-pisao-oebsu-zatrazio-od-sefa-misije-da-izbori-budu-odrzani-i-na-kim,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"""REZULTATI SE NE MOGU ZAUSTAVITI"" Vučević sa građanima u Novom Sadu: Za razliku od blokadera, koji nude podele, mržnju i nasilje, mi nudimo konkretne rezultate",https://www.kurir.rs/vesti/politika/10104027/milos-vucevic-razgovarao-sa-gradjanima-u-novom-sadu,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,PREDSEDNIK SRBIJE PRIMIO AKREDITIVNA PISMA NOVIH AMBASADORA ŠPANIJE I AZERBEJDŽANA: I još njih osam na nerezidencijalnoj osnovi (FOTO),https://www.kurir.rs/vesti/politika/10103624/vucic-prima-akreditivna-pisma-novih-ambasadora-azerbejdzana-i-spanije,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"LAŽNI HUK JE BIO PSIHOLOŠKA OPERACIJA KOJA JE TREBALO DA SRUŠI CELU SRBIJU: Aferu ""zvučni top"" montirali da bi ostvarili lične i političke ciljeve",https://www.kurir.rs/vesti/politika/10104100/lazni-huk-je-bio-psiholoska-operacija-koja-je-trebala-da-srusi-srbiju,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"GUJON IZ JEKATERINBURGA: Srbija je ostala jedini most između Evrope i Rusije, nismo podlegli demonizaciji ruskog naroda",https://www.kurir.rs/vesti/politika/10103718/arno-gujon-srbija-ne-prihvata-demonizaciju-rusije,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"SRBIJA JE NA UDARU, JER NIKAD NIJE BILA JAČA Zvučni top je laž, iza svega stoje kancerogene grupe i pakleni plan protiv predsednika Vučića",https://www.kurir.rs/vesti/politika/10104080/drzave-zapadne-evrope-umesane-su-u-navodno-koriscenje-zvucnog-topa,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"Cvetković: Uzurpatorom SPO baviće se nadležni organi! ""Doprinećemo pobedi Ujedinjene Srbije""",https://www.kurir.rs/vesti/politika/10104091/spo-sukob-izbori-cvetkovic,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"SVETSKA PROGNOZA JE JASNA - VUČIĆ 67 ODSTO, A ĐOKIĆ 0,7! Najpoznatija berza na svetu otkrila ko ima najveće šanse da bude novi premijer Srbije",https://www.kurir.rs/vesti/politika/10104004/polymarket-vucic-vodi-sa-67-sansi-za-premijera-srbije,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"VUČEVIĆ I REBRAČA ZASELI NA KLUPICU PA NAVALILI! S košarkaškom legendom na bureku, kucnuli se i jogurtom: Živeli! Pa se sladili pobedničkim bombonicama (VIDEO)",https://www.kurir.rs/vesti/politika/10104061/vucevic-i-rebraca-doruckuju-burek,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"OGROMNA ZASTAVA OVK NA ZGRADI OPŠTINE LIPLJAN! Postavio je gradonačelnik Ahmeti, oglasila se Američka ambasada: Upozorava na 16. septembar, dan presude Tačiju",https://www.kurir.rs/vesti/politika/10104014/ogromna-zastava-ovk-postavljena-na-zgradi-opstine-lipljan,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"NAJAVA NOVOG HAOSA! PLENUMAŠI IZGLASALI BLOKADE FAKULTETA DO IZBORA! Ministar Stanković: Sve će biti tretirano u skladu sa zakonom, poslaćemo inspekciju",https://www.kurir.rs/vesti/politika/10103942/blokade-fakulteta-tokom-izbora-reakcija-ministra-stankovica,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-14,"""SAD KAD SU UHVAĆENI U LAŽI NAPADAJU NAŠE INSTITUCIJE I DRŽAVU"" Ana Brnabić objasnila zašto Sandro Goci i dalje brani lažnu aferu ""zvučni top""",https://www.kurir.rs/vesti/politika/10103918/Ana-Brnabic-o-aferi-zvucni-top-Laz-i-napadi-na-institucije,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,,,,
Kurir,2026-09-09,"""BLOKADERI SU TI KOJI PUCAJU NA LJUDE I MALTRETIRAJU IH"" Brnabićeva odgovorila Veselinoviću: Na ovim izborima borimo se za slobodnu Srbiju, bez podela i mržnje!",https://www.kurir.rs/vesti/politika/10099759/ana-brnabic-odgovorila-dobrici-veselinovicu,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,vilifying_opponents,hand,,
Kurir,2026-09-09,"BLOKADERI NI SAMI NE ZNAJU KOGA ŽELE! Na čelu ""studentske liste"" sada Dejan Bodiroga, koji je ""maseratijem"" jurio 174 tamo gde je dozvoljeno 80 km/h?!",https://www.kurir.rs/vesti/politika/10099789/Studentska-lista-Kontroverze-oko-Bodiroge,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,vilifying_opponents,hand,,
Kurir,2026-09-09,"""BODIROGA? JAOOO, PA ON TRI REČENICE NE UME DA KAŽE IZ GLAVE, JEDVA SREDNJU ZAVRŠIO"" Rat među blokaderima: Nemilice sipaju uvrede na račun ""prvaka"" svoje liste",https://www.kurir.rs/vesti/politika/10099797/blokaderi-vredjaju-stepen-obrazovanja-dejana-bodiroge,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,vilifying_opponents,hand,,
Kurir,2026-09-09,"VUČIĆ DANAS U PARIZU! Predsednik na poziv Emanuela Makrona dolazi da govori na važnom samitu o svemiru, stiže skoro 120 stranih delegacija",https://www.kurir.rs/vesti/politika/10099762/vucic-u-parizu-na-poziv-makrona-predsednik-srbije-ucestvuje-na-velikom-samitu-o-svemiru,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,nothing,hand,,
Kurir,2026-09-09,"RADNIČKA PARTIJA STALA UZ VUČIĆA! Na izbore izlaze sa listom ""Ujedinjena Srbija"", fokus će biti na platama, penzijama i radnim mestima",https://www.kurir.rs/vesti/politika/10099742/radnicka-partija-izlazi-na-izbore-sa-listom-ujedinjena-srbija-i-podrzava-vucica-za-mandatara,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,nothing,hand,,
Kurir,2026-09-09,OPASNA ANTISRPSKA KAMPANJA: Lider SNS Miloš Vučević reagovao na sramne napade iz Hrvatske i zahtev da se patrijarhu Porfiriju zabrani ulazak u EU!,https://www.kurir.rs/vesti/politika/10099712/milos-vucevic-o-zabrani-kretanja-patrijarha-porfirija,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,vilifying_eu,hand,,
Kurir,2026-09-14,"DONACIJE ZA PRIVATNI DUG OD 35.000 EVRA?! Zbor Novog Pazara zove građane da uplate novac blokaderu, a on DUGUJE ZA STRUJU I KIRIJU VLASNICI LOKALA (FOTO)",https://www.kurir.rs/vesti/politika/10103903/donacije-za-aladina-paucinca-novi-pazar-zbor-blokaderi,,nothing,1.0,"{""vilifying_opponents"": 0.0, ""vilifying_neighbours"": 0.0, ""personality_cult"": 0.0, ""vilifying_eu"": 0.0, ""nothing"": 1.0}",rung0-dummy,vilifying_opponents,claude-sonnet-5,,
